"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test check authorization status w/o sending auth cookie or token","953","test_negative_auth_check[no_token]","tests","Mon Jul 21 05:21:46 GMT 2025","passed","Mon Jul 21 05:21:47 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1159","test_get_user_details_not_auth","tests","Mon Jul 21 05:22:28 GMT 2025","passed","Mon Jul 21 05:22:29 GMT 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","466","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Mon Jul 21 05:21:50 GMT 2025","passed","Mon Jul 21 05:21:50 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific cookie","757","test_cookie","tests","Mon Jul 21 05:21:47 GMT 2025","passed","Mon Jul 21 05:21:48 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that a user can be created successfully","978","test_create_user_successfully","tests","Mon Jul 21 05:22:33 GMT 2025","passed","Mon Jul 21 05:22:34 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user first name to a very short value","3156","test_edit_user_short_first_name","tests","Mon Jul 21 05:22:25 GMT 2025","passed","Mon Jul 21 05:22:28 GMT 2025","TestUserEdit","test_user_edit","",""
"This test successfully authorize user by email and password","964","test_auth_user","tests","Mon Jul 21 05:21:43 GMT 2025","passed","Mon Jul 21 05:21:44 GMT 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Mon Jul 21 05:21:59 GMT 2025","skipped","Mon Jul 21 05:21:59 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","2058","test_delete_user_2","tests","Mon Jul 21 05:21:59 GMT 2025","passed","Mon Jul 21 05:22:01 GMT 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","447","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Mon Jul 21 05:21:51 GMT 2025","passed","Mon Jul 21 05:21:51 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","968","test_create_user_without_field[password]","tests","Mon Jul 21 05:22:37 GMT 2025","passed","Mon Jul 21 05:22:38 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","962","test_create_user_with_invalid_email","tests","Mon Jul 21 05:22:35 GMT 2025","passed","Mon Jul 21 05:22:36 GMT 2025","TestUserRegister","test_user_register","",""
