"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Apr 17 05:07:50 GMT 2024","Wed Apr 17 05:07:55 GMT 2024","5136","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Wed Apr 17 05:07:24 GMT 2024","Wed Apr 17 05:07:24 GMT 2024","719","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
"passed","Wed Apr 17 05:08:06 GMT 2024","Wed Apr 17 05:08:07 GMT 2024","1067","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Wed Apr 17 05:08:04 GMT 2024","Wed Apr 17 05:08:06 GMT 2024","1741","tests","test_user_get","TestUserGet","","","test_get_another_user_data_after_auth","This test verifies retrieval of another user's details after authenticating"
"passed","Wed Apr 17 05:08:09 GMT 2024","Wed Apr 17 05:08:10 GMT 2024","1121","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Wed Apr 17 05:07:32 GMT 2024","Wed Apr 17 05:07:33 GMT 2024","553","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Wed Apr 17 05:08:12 GMT 2024","Wed Apr 17 05:08:14 GMT 2024","1054","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[firstName]","This test checks user registration without one of the fields"
"passed","Wed Apr 17 05:08:01 GMT 2024","Wed Apr 17 05:08:02 GMT 2024","1229","tests","test_user_get","TestUserGet","","","test_get_user_details_not_auth","This test verifies the retrieval of user details without authentication"
"passed","Wed Apr 17 05:08:10 GMT 2024","Wed Apr 17 05:08:11 GMT 2024","1050","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"passed","Wed Apr 17 05:07:35 GMT 2024","Wed Apr 17 05:07:39 GMT 2024","3835","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"skipped","Wed Apr 17 05:07:33 GMT 2024","Wed Apr 17 05:07:33 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Wed Apr 17 05:07:31 GMT 2024","Wed Apr 17 05:07:32 GMT 2024","553","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
"passed","Wed Apr 17 05:08:07 GMT 2024","Wed Apr 17 05:08:08 GMT 2024","1121","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Wed Apr 17 05:07:22 GMT 2024","Wed Apr 17 05:07:23 GMT 2024","1063","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"passed","Wed Apr 17 05:07:39 GMT 2024","Wed Apr 17 05:07:44 GMT 2024","5116","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
