"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration without one of the fields","883","test_create_user_without_field[lastName]","tests","Fri Aug 01 05:27:09 GMT 2025","passed","Fri Aug 01 05:27:10 GMT 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","784","test_auth_user","tests","Fri Aug 01 05:26:16 GMT 2025","passed","Fri Aug 01 05:26:17 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","800","test_negative_auth_check[no_cookie]","tests","Fri Aug 01 05:26:18 GMT 2025","passed","Fri Aug 01 05:26:19 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","886","test_create_user_with_short_name","tests","Fri Aug 01 05:27:10 GMT 2025","passed","Fri Aug 01 05:27:11 GMT 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","4586","test_negative_auth_check[no_token]","tests","Fri Aug 01 05:26:19 GMT 2025","passed","Fri Aug 01 05:26:24 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","888","test_create_user_without_field[password]","tests","Fri Aug 01 05:27:06 GMT 2025","passed","Fri Aug 01 05:27:07 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","623","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Fri Aug 01 05:26:28 GMT 2025","passed","Fri Aug 01 05:26:29 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","905","test_create_user_with_existing_email","tests","Fri Aug 01 05:27:04 GMT 2025","passed","Fri Aug 01 05:27:05 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user first name to a very short value","2336","test_edit_user_short_first_name","tests","Fri Aug 01 05:26:56 GMT 2025","passed","Fri Aug 01 05:26:58 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user email to an invalid one","2346","test_edit_user_invalid_email","tests","Fri Aug 01 05:26:53 GMT 2025","passed","Fri Aug 01 05:26:56 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1073","test_get_user_details_not_auth","tests","Fri Aug 01 05:26:58 GMT 2025","passed","Fri Aug 01 05:26:59 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies retrieval of another user's details after authenticating","1799","test_get_another_user_data_after_auth","tests","Fri Aug 01 05:27:01 GMT 2025","passed","Fri Aug 01 05:27:02 GMT 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific cookie","371","test_cookie","tests","Fri Aug 01 05:26:24 GMT 2025","passed","Fri Aug 01 05:26:25 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","703","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Fri Aug 01 05:26:30 GMT 2025","passed","Fri Aug 01 05:26:30 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the ability to edit a user after their registration","3604","test_edit_just_created_user","tests","Fri Aug 01 05:26:42 GMT 2025","passed","Fri Aug 01 05:26:46 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific header","696","test_homework_header","tests","Fri Aug 01 05:26:25 GMT 2025","passed","Fri Aug 01 05:26:26 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2513","test_edit_user_unauthorized","tests","Fri Aug 01 05:26:46 GMT 2025","failed","Fri Aug 01 05:26:48 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies that one user cannot delete another user","4381","test_delete_user_authorized_as_another_user","tests","Fri Aug 01 05:26:38 GMT 2025","passed","Fri Aug 01 05:26:42 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be deleted successfully","4415","test_positive_delete_created_user","tests","Fri Aug 01 05:26:34 GMT 2025","passed","Fri Aug 01 05:26:38 GMT 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","613","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Fri Aug 01 05:26:27 GMT 2025","passed","Fri Aug 01 05:26:28 GMT 2025","TestUserAuth","test_user_auth","",""
