"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for checking correct User Agent identification","434","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Thu Apr 24 05:13:23 GMT 2025","passed","Thu Apr 24 05:13:23 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1098","test_get_user_details_not_auth","tests","Thu Apr 24 05:13:53 GMT 2025","passed","Thu Apr 24 05:13:54 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the inability to change user email to an invalid one","2542","test_edit_user_invalid_email","tests","Thu Apr 24 05:13:48 GMT 2025","passed","Thu Apr 24 05:13:50 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific header","425","test_homework_header","tests","Thu Apr 24 05:13:20 GMT 2025","passed","Thu Apr 24 05:13:21 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","950","test_create_user_with_long_name","tests","Thu Apr 24 05:14:05 GMT 2025","passed","Thu Apr 24 05:14:06 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","428","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Thu Apr 24 05:13:24 GMT 2025","passed","Thu Apr 24 05:13:24 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that a user can be created successfully","971","test_create_user_successfully","tests","Thu Apr 24 05:13:57 GMT 2025","passed","Thu Apr 24 05:13:58 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","417","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Thu Apr 24 05:13:26 GMT 2025","passed","Thu Apr 24 05:13:26 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific cookie","1043","test_cookie","tests","Thu Apr 24 05:13:19 GMT 2025","passed","Thu Apr 24 05:13:20 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","968","test_create_user_with_existing_email","tests","Thu Apr 24 05:13:58 GMT 2025","passed","Thu Apr 24 05:13:59 GMT 2025","TestUserRegister","test_user_register","",""
