"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks the inability to change user first name to a very short value","2756","test_edit_user_short_first_name","tests","Thu Dec 11 05:17:18 UTC 2025","passed","Thu Dec 11 05:17:21 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","451","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Thu Dec 11 05:16:54 UTC 2025","passed","Thu Dec 11 05:16:54 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1263","test_get_user_details_not_auth","tests","Thu Dec 11 05:17:21 UTC 2025","passed","Thu Dec 11 05:17:22 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies retrieval of another user's details after authenticating","1713","test_get_another_user_data_after_auth","tests","Thu Dec 11 05:17:24 UTC 2025","passed","Thu Dec 11 05:17:25 UTC 2025","TestUserGet","test_user_get","",""
"This test checks the inability to change user email to an invalid one","2753","test_edit_user_invalid_email","tests","Thu Dec 11 05:17:15 UTC 2025","passed","Thu Dec 11 05:17:18 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that a user can be deleted successfully","3816","test_positive_delete_created_user","tests","Thu Dec 11 05:16:57 UTC 2025","passed","Thu Dec 11 05:17:01 UTC 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","607","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Thu Dec 11 05:16:53 UTC 2025","passed","Thu Dec 11 05:16:54 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details after authenticating as that user","1707","test_get_user_details_auth_as_same_user","tests","Thu Dec 11 05:17:22 UTC 2025","passed","Thu Dec 11 05:17:24 UTC 2025","TestUserGet","test_user_get","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Thu Dec 11 05:16:55 UTC 2025","skipped","Thu Dec 11 05:16:55 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","983","test_create_user_without_field[username]","tests","Thu Dec 11 05:17:28 UTC 2025","passed","Thu Dec 11 05:17:29 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when authorized as another user","4970","test_edit_user_authorized_as_another_user","tests","Thu Dec 11 05:17:10 UTC 2025","skipped","Thu Dec 11 05:17:15 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that user with ID 2 can't be deleted","1714","test_delete_user_2","tests","Thu Dec 11 05:16:55 UTC 2025","passed","Thu Dec 11 05:16:57 UTC 2025","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be created successfully","984","test_create_user_successfully","tests","Thu Dec 11 05:17:25 UTC 2025","passed","Thu Dec 11 05:17:26 UTC 2025","TestUserRegister","test_user_register","",""
