"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that user with ID 2 can't be deleted","1448","test_delete_user_2","tests","Tue Jun 03 05:14:01 GMT 2025","passed","Tue Jun 03 05:14:02 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration without one of the fields","1229","test_create_user_without_field[firstName]","tests","Tue Jun 03 05:14:36 GMT 2025","passed","Tue Jun 03 05:14:37 GMT 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","809","test_auth_user","tests","Tue Jun 03 05:13:49 GMT 2025","passed","Tue Jun 03 05:13:50 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","898","test_create_user_with_short_name","tests","Tue Jun 03 05:14:39 GMT 2025","passed","Tue Jun 03 05:14:40 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3248","test_edit_just_created_user","tests","Tue Jun 03 05:14:11 GMT 2025","passed","Tue Jun 03 05:14:14 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","748","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Tue Jun 03 05:14:00 GMT 2025","passed","Tue Jun 03 05:14:01 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when authorized as another user","4709","test_edit_user_authorized_as_another_user","tests","Tue Jun 03 05:14:17 GMT 2025","skipped","Tue Jun 03 05:14:21 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies that a user can be created successfully","897","test_create_user_successfully","tests","Tue Jun 03 05:14:31 GMT 2025","passed","Tue Jun 03 05:14:32 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","382","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Tue Jun 03 05:13:56 GMT 2025","passed","Tue Jun 03 05:13:56 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","858","test_negative_auth_check[no_token]","tests","Tue Jun 03 05:13:52 GMT 2025","passed","Tue Jun 03 05:13:53 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that one user cannot delete another user","4950","test_delete_user_authorized_as_another_user","tests","Tue Jun 03 05:14:06 GMT 2025","passed","Tue Jun 03 05:14:11 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with an incorrect email w/o '@'","900","test_create_user_with_invalid_email","tests","Tue Jun 03 05:14:33 GMT 2025","passed","Tue Jun 03 05:14:33 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1793","test_get_user_details_auth_as_same_user","tests","Tue Jun 03 05:14:27 GMT 2025","passed","Tue Jun 03 05:14:29 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the registration of a user with an already existing email","907","test_create_user_with_existing_email","tests","Tue Jun 03 05:14:32 GMT 2025","passed","Tue Jun 03 05:14:33 GMT 2025","TestUserRegister","test_user_register","",""
