"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies the ability to edit a user after their registration","3873","test_edit_just_created_user","tests","Sat Jul 19 05:16:34 GMT 2025","passed","Sat Jul 19 05:16:38 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies that a user can be deleted successfully","3872","test_positive_delete_created_user","tests","Sat Jul 19 05:16:25 GMT 2025","passed","Sat Jul 19 05:16:29 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks the inability to change user email to an invalid one","2872","test_edit_user_invalid_email","tests","Sat Jul 19 05:16:45 GMT 2025","passed","Sat Jul 19 05:16:48 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific cookie","1161","test_cookie","tests","Sat Jul 19 05:16:14 GMT 2025","passed","Sat Jul 19 05:16:16 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when authorized as another user","5147","test_edit_user_authorized_as_another_user","tests","Sat Jul 19 05:16:40 GMT 2025","skipped","Sat Jul 19 05:16:45 GMT 2025","TestUserEdit","test_user_edit","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Sat Jul 19 05:16:23 GMT 2025","skipped","Sat Jul 19 05:16:23 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with an incorrect email w/o '@'","1043","test_create_user_with_invalid_email","tests","Sat Jul 19 05:16:58 GMT 2025","passed","Sat Jul 19 05:16:59 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1769","test_get_user_details_auth_as_same_user","tests","Sat Jul 19 05:16:52 GMT 2025","passed","Sat Jul 19 05:16:54 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies the retrieval of user details without authentication","1218","test_get_user_details_not_auth","tests","Sat Jul 19 05:16:51 GMT 2025","passed","Sat Jul 19 05:16:52 GMT 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","531","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Sat Jul 19 05:16:22 GMT 2025","passed","Sat Jul 19 05:16:22 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2284","test_edit_user_unauthorized","tests","Sat Jul 19 05:16:38 GMT 2025","failed","Sat Jul 19 05:16:40 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration with a very long name","1055","test_create_user_with_long_name","tests","Sat Jul 19 05:17:05 GMT 2025","passed","Sat Jul 19 05:17:06 GMT 2025","TestUserRegister","test_user_register","",""
