"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 06 05:08:51 GMT 2024","Fri Sep 06 05:08:51 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Fri Sep 06 05:09:10 GMT 2024","Fri Sep 06 05:09:12 GMT 2024","2470","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Fri Sep 06 05:08:41 GMT 2024","Fri Sep 06 05:08:41 GMT 2024","758","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"passed","Fri Sep 06 05:09:00 GMT 2024","Fri Sep 06 05:09:04 GMT 2024","3648","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Fri Sep 06 05:08:50 GMT 2024","Fri Sep 06 05:08:50 GMT 2024","427","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Fri Sep 06 05:08:39 GMT 2024","Fri Sep 06 05:08:40 GMT 2024","869","tests","test_user_auth","TestUserAuth","","","test_auth_user","This test successfully authorize user by email and password"
"passed","Fri Sep 06 05:09:26 GMT 2024","Fri Sep 06 05:09:26 GMT 2024","941","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"passed","Fri Sep 06 05:09:12 GMT 2024","Fri Sep 06 05:09:15 GMT 2024","2449","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"passed","Fri Sep 06 05:09:23 GMT 2024","Fri Sep 06 05:09:24 GMT 2024","943","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"passed","Fri Sep 06 05:08:46 GMT 2024","Fri Sep 06 05:08:46 GMT 2024","426","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
