"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 13 05:07:33 GMT 2023","Fri Oct 13 05:07:34 GMT 2023","991","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"passed","Fri Oct 13 05:07:28 GMT 2023","Fri Oct 13 05:07:29 GMT 2023","993","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Fri Oct 13 05:07:16 GMT 2023","Fri Oct 13 05:07:18 GMT 2023","2488","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Fri Oct 13 05:07:27 GMT 2023","Fri Oct 13 05:07:28 GMT 2023","944","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Fri Oct 13 05:07:29 GMT 2023","Fri Oct 13 05:07:30 GMT 2023","1029","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"skipped","Fri Oct 13 05:07:03 GMT 2023","Fri Oct 13 05:07:07 GMT 2023","3509","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
"passed","Fri Oct 13 05:06:46 GMT 2023","Fri Oct 13 05:06:47 GMT 2023","873","tests","test_user_auth","TestUserAuth","","","test_auth_user","This test successfully authorize user by email and password"
"passed","Fri Oct 13 05:06:52 GMT 2023","Fri Oct 13 05:06:53 GMT 2023","621","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
"passed","Fri Oct 13 05:06:56 GMT 2023","Fri Oct 13 05:06:56 GMT 2023","498","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
"passed","Fri Oct 13 05:06:57 GMT 2023","Fri Oct 13 05:06:57 GMT 2023","443","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Fri Oct 13 05:07:21 GMT 2023","Fri Oct 13 05:07:22 GMT 2023","1076","tests","test_user_get","TestUserGet","","","test_get_user_details_not_auth","This test verifies the retrieval of user details without authentication"
