"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration without one of the fields","1047","test_create_user_without_field[firstName]","tests","Sat Aug 16 05:13:46 UTC 2025","passed","Sat Aug 16 05:13:47 UTC 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","732","test_negative_auth_check[no_token]","tests","Sat Aug 16 05:13:04 UTC 2025","passed","Sat Aug 16 05:13:05 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific header","521","test_homework_header","tests","Sat Aug 16 05:13:06 UTC 2025","passed","Sat Aug 16 05:13:07 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","387","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Sat Aug 16 05:13:07 UTC 2025","passed","Sat Aug 16 05:13:08 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1459","test_get_another_user_data_after_auth","tests","Sat Aug 16 05:13:39 UTC 2025","passed","Sat Aug 16 05:13:40 UTC 2025","TestUserGet","test_user_get","",""
"This test checks the inability to edit a user when authorized as another user","4512","test_edit_user_authorized_as_another_user","tests","Sat Aug 16 05:13:27 UTC 2025","skipped","Sat Aug 16 05:13:31 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration with a very long name","915","test_create_user_with_long_name","tests","Sat Aug 16 05:13:48 UTC 2025","passed","Sat Aug 16 05:13:49 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific cookie","518","test_cookie","tests","Sat Aug 16 05:13:05 UTC 2025","passed","Sat Aug 16 05:13:06 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","384","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Sat Aug 16 05:13:09 UTC 2025","passed","Sat Aug 16 05:13:09 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","384","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Sat Aug 16 05:13:08 UTC 2025","passed","Sat Aug 16 05:13:08 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the ability to edit a user after their registration","3412","test_edit_just_created_user","tests","Sat Aug 16 05:13:21 UTC 2025","passed","Sat Aug 16 05:13:25 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1093","test_get_user_details_not_auth","tests","Sat Aug 16 05:13:36 UTC 2025","passed","Sat Aug 16 05:13:37 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration with a very short name","905","test_create_user_with_short_name","tests","Sat Aug 16 05:13:48 UTC 2025","passed","Sat Aug 16 05:13:48 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","902","test_create_user_without_field[password]","tests","Sat Aug 16 05:13:44 UTC 2025","passed","Sat Aug 16 05:13:45 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3559","test_positive_delete_created_user","tests","Sat Aug 16 05:13:13 UTC 2025","passed","Sat Aug 16 05:13:17 UTC 2025","TestUserDelete","test_user_delete","",""
