"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks for the presence of a specific header","436","test_homework_header","tests","Tue Jun 24 05:15:24 GMT 2025","passed","Tue Jun 24 05:15:25 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","614","test_negative_auth_check[no_token]","tests","Tue Jun 24 05:15:22 GMT 2025","passed","Tue Jun 24 05:15:23 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","958","test_create_user_with_existing_email","tests","Tue Jun 24 05:16:02 GMT 2025","passed","Tue Jun 24 05:16:03 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","1534","test_delete_user_2","tests","Tue Jun 24 05:15:32 GMT 2025","passed","Tue Jun 24 05:15:33 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks for the presence of a specific cookie","448","test_cookie","tests","Tue Jun 24 05:15:23 GMT 2025","passed","Tue Jun 24 05:15:23 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1518","test_get_another_user_data_after_auth","tests","Tue Jun 24 05:16:00 GMT 2025","passed","Tue Jun 24 05:16:01 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the inability to edit a user when authorized as another user","4528","test_edit_user_authorized_as_another_user","tests","Tue Jun 24 05:15:47 GMT 2025","skipped","Tue Jun 24 05:15:52 GMT 2025","TestUserEdit","test_user_edit","",""
"This test check authorization status w/o sending auth cookie or token","728","test_negative_auth_check[no_cookie]","tests","Tue Jun 24 05:15:21 GMT 2025","passed","Tue Jun 24 05:15:22 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","950","test_create_user_without_field[password]","tests","Tue Jun 24 05:16:05 GMT 2025","passed","Tue Jun 24 05:16:06 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when unauthorized","2361","test_edit_user_unauthorized","tests","Tue Jun 24 05:15:45 GMT 2025","failed","Tue Jun 24 05:15:47 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1104","test_get_user_details_not_auth","tests","Tue Jun 24 05:15:57 GMT 2025","passed","Tue Jun 24 05:15:58 GMT 2025","TestUserGet","test_user_get","",""
