"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 26 05:08:59 GMT 2024","Sat Oct 26 05:09:03 GMT 2024","3804","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Sat Oct 26 05:08:45 GMT 2024","Sat Oct 26 05:08:46 GMT 2024","534","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","Test for checking correct User Agent identification"
"passed","Sat Oct 26 05:08:50 GMT 2024","Sat Oct 26 05:08:54 GMT 2024","3837","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"passed","Sat Oct 26 05:09:20 GMT 2024","Sat Oct 26 05:09:22 GMT 2024","1057","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Sat Oct 26 05:09:10 GMT 2024","Sat Oct 26 05:09:13 GMT 2024","2762","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"skipped","Sat Oct 26 05:08:48 GMT 2024","Sat Oct 26 05:08:48 GMT 2024","1","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Sat Oct 26 05:09:22 GMT 2024","Sat Oct 26 05:09:23 GMT 2024","1046","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Sat Oct 26 05:08:40 GMT 2024","Sat Oct 26 05:08:41 GMT 2024","555","tests","test_user_auth","TestUserAuth","","","test_cookie","This test checks for the presence of a specific cookie"
"passed","Sat Oct 26 05:09:13 GMT 2024","Sat Oct 26 05:09:16 GMT 2024","2834","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"skipped","Sat Oct 26 05:09:05 GMT 2024","Sat Oct 26 05:09:10 GMT 2024","5160","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"failed","Sat Oct 26 05:09:03 GMT 2024","Sat Oct 26 05:09:05 GMT 2024","2223","tests","test_user_edit","TestUserEdit","","","test_edit_user_unauthorized","This test checks the inability to edit a user when unauthorized"
"passed","Sat Oct 26 05:08:44 GMT 2024","Sat Oct 26 05:08:44 GMT 2024","529","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","Test for checking correct User Agent identification"
"passed","Sat Oct 26 05:08:54 GMT 2024","Sat Oct 26 05:08:59 GMT 2024","5057","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
"passed","Sat Oct 26 05:09:23 GMT 2024","Sat Oct 26 05:09:24 GMT 2024","1031","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
