"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration with a very short name","1034","test_create_user_with_short_name","tests","Thu May 22 05:14:21 GMT 2025","passed","Thu May 22 05:14:22 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1035","test_create_user_without_field[firstName]","tests","Thu May 22 05:14:19 GMT 2025","passed","Thu May 22 05:14:20 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user first name to a very short value","2791","test_edit_user_short_first_name","tests","Thu May 22 05:14:06 GMT 2025","passed","Thu May 22 05:14:08 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","537","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Thu May 22 05:13:40 GMT 2025","passed","Thu May 22 05:13:41 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","535","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Thu May 22 05:13:37 GMT 2025","passed","Thu May 22 05:13:38 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1200","test_get_user_details_not_auth","tests","Thu May 22 05:14:08 GMT 2025","passed","Thu May 22 05:14:10 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies that a user can be deleted successfully","3770","test_positive_delete_created_user","tests","Thu May 22 05:13:43 GMT 2025","passed","Thu May 22 05:13:47 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies retrieval of another user's details after authenticating","1739","test_get_another_user_data_after_auth","tests","Thu May 22 05:14:11 GMT 2025","passed","Thu May 22 05:14:13 GMT 2025","TestUserGet","test_user_get","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Thu May 22 05:13:41 GMT 2025","skipped","Thu May 22 05:13:41 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","1045","test_negative_auth_check[no_cookie]","tests","Thu May 22 05:13:30 GMT 2025","passed","Thu May 22 05:13:31 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","1039","test_create_user_with_long_name","tests","Thu May 22 05:14:22 GMT 2025","passed","Thu May 22 05:14:23 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user email to an invalid one","2856","test_edit_user_invalid_email","tests","Thu May 22 05:14:03 GMT 2025","passed","Thu May 22 05:14:06 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific cookie","684","test_cookie","tests","Thu May 22 05:13:33 GMT 2025","passed","Thu May 22 05:13:34 GMT 2025","TestUserAuth","test_user_auth","",""
